date,district,rainfall,wind_speed,temperature,humidity,soil_moisture,region,pop_density,slope,coastal,vulnerability_index,river_level,disaster_type,hazard_score,risk_level
20250418,Sangli,0.01,10.2,30.4,50.48,0.17,Pune Division,329,5,0,0.65,-1.34,Normal,0.0465,Low
20250702,Parbhani,8.16,16.1,25.6,82.65,0.8,Marathwada,295,2,0,0.7,-1.37,Normal,0.0802,Low
20250708,Aurangabad,4.95,15.4,24.45,84.39,0.77,Marathwada,366,3,0,0.72,-1.07,Normal,0.074,Low
20251017,Parbhani,0.12,6.0,24.03,84.47,0.86,Marathwada,295,2,0,0.7,-1.59,Normal,0.0732,Low
20250902,Beed,1.54,13.8,25.98,78.82,0.74,Marathwada,242,2,0,0.8,-1.84,Normal,0.071,Low
20250922,Jalgaon,8.92,7.4,26.07,89.69,0.85,Nashik Division,360,3,0,0.65,-1.27,Normal,0.084,Low
20250430,Kolhapur,0.0,9.0,31.29,42.38,0.33,Pune Division,504,12,0,0.75,-1.26,Normal,0.0556,Low
20250708,Latur,1.78,18.1,25.04,79.51,0.73,Marathwada,343,2,0,0.75,-1.38,Normal,0.0696,Low
20250810,Akola,1.6,8.7,25.92,81.08,0.79,Vidarbha,320,2,0,0.65,-1.42,Normal,0.0735,Low
20250912,Yavatmal,36.58,8.3,24.9,92.01,0.96,Vidarbha,204,4,0,0.72,-0.96,Normal,0.1157,Low
20250404,Chandrapur,0.3,4.4,31.96,35.2,0.34,Vidarbha,193,3,0,0.75,-1.21,Normal,0.0573,Low
20250511,Gadchiroli,0.07,2.2,35.07,35.93,0.36,Vidarbha,74,8,0,0.85,-1.49,Normal,0.0619,Low
20251013,Thane,0.0,8.4,24.91,73.02,0.89,Konkan,1157,5,1,0.75,-1.48,Normal,0.0756,Low
20250622,Nagpur,1.56,13.2,29.44,66.67,0.61,Vidarbha,470,3,0,0.7,-1.54,Normal,0.0689,Low
20250907,Buldhana,1.15,9.8,25.7,84.15,0.85,Vidarbha,268,3,0,0.68,-1.5,Normal,0.0758,Low
20250605,Amravati,4.0,4.9,30.96,54.66,0.63,Vidarbha,237,4,0,0.68,-1.58,Normal,0.0742,Low
20251010,Mumbai City,0.0,6.9,25.57,78.47,0.91,Konkan,19652,2,1,0.85,-1.82,Normal,0.0775,Low
20250830,Washim,3.67,12.2,25.45,87.35,0.89,Vidarbha,244,3,0,0.65,-1.5,Normal,0.08,Low
20250805,Jalgaon,0.63,7.5,28.73,70.18,0.66,Nashik Division,360,3,0,0.65,-1.65,Normal,0.0695,Low
20250627,Ratnagiri,8.96,25.4,28.43,84.24,0.81,Konkan,197,18,1,0.8,-1.05,Normal,0.085,Low
20250316,Palghar,0.0,16.6,27.84,68.83,0.33,Konkan,362,8,1,0.7,-1.67,Normal,0.0513,Low
20250712,Jalgaon,1.57,14.4,28.01,73.59,0.7,Nashik Division,360,3,0,0.65,-1.14,Normal,0.0716,Low
20250826,Beed,4.49,14.0,25.26,80.43,0.73,Marathwada,242,2,0,0.8,-1.36,Normal,0.0726,Low
20250323,Amravati,0.0,7.1,29.96,16.17,0.13,Vidarbha,237,4,0,0.68,-1.2,Normal,0.044,Low
20250309,Akola,0.0,7.3,28.0,17.55,0.15,Vidarbha,320,2,0,0.65,-1.63,Normal,0.0425,Low
20250320,Aurangabad,0.0,8.2,29.23,18.22,0.13,Marathwada,366,3,0,0.72,-1.6,Normal,0.043,Low
20250324,Mumbai City,0.1,6.5,30.72,46.84,0.2,Konkan,19652,2,1,0.85,-1.78,Normal,0.0485,Low
20250326,Nashik,0.0,6.5,29.35,29.49,0.13,Nashik Division,393,8,0,0.7,-1.55,Normal,0.0432,Low
20251012,Aurangabad,0.0,7.0,20.65,72.32,0.78,Marathwada,366,3,0,0.72,-1.4,Normal,0.0648,Low
20250416,Jalna,0.0,9.7,32.71,22.83,0.17,Marathwada,254,2,0,0.7,-1.73,Normal,0.0494,Low
20250928,Buldhana,15.61,9.8,25.5,88.84,0.92,Vidarbha,268,3,0,0.68,-1.28,Normal,0.0935,Low
20251031,Latur,0.12,8.2,23.67,81.96,0.87,Marathwada,343,2,0,0.75,-1.38,Normal,0.0732,Low
20251010,Nagpur,2.36,7.9,23.36,86.91,0.92,Vidarbha,470,3,0,0.7,-1.67,Normal,0.0776,Low
20250614,Sangli,14.59,14.7,24.69,91.47,0.88,Pune Division,329,5,0,0.65,-0.86,Normal,0.0895,Low
20250905,Mumbai Suburban,35.41,12.0,26.01,91.07,0.97,Konkan,20980,3,1,0.8,-0.61,Normal,0.1164,Low
20250713,Jalna,2.61,17.4,26.22,76.29,0.72,Marathwada,254,2,0,0.7,-1.36,Normal,0.0714,Low
20250619,Chandrapur,4.22,15.6,28.5,75.39,0.67,Vidarbha,193,3,0,0.75,-1.33,Normal,0.0733,Low
20250514,Aurangabad,0.85,6.4,30.35,58.89,0.53,Marathwada,366,3,0,0.72,-1.44,Normal,0.0653,Low
20250315,Bhandara,0.0,4.6,32.09,18.91,0.13,Vidarbha,294,2,0,0.68,-1.41,Normal,0.0466,Low
20250316,Satara,0.0,7.7,30.68,33.3,0.12,Pune Division,287,15,0,0.7,-1.58,Normal,0.0444,Low
20250506,Amravati,0.69,9.7,32.22,33.95,0.32,Vidarbha,237,4,0,0.68,-1.41,Normal,0.057,Low
20250312,Dhule,0.0,6.4,31.67,19.32,0.14,Nashik Division,285,4,0,0.62,-1.0,Normal,0.0466,Low
20250529,Wardha,9.98,11.8,31.41,65.22,0.65,Vidarbha,206,2,0,0.65,-1.24,Normal,0.0817,Low
20250321,Beed,0.03,5.5,28.98,20.09,0.13,Marathwada,242,2,0,0.8,-1.6,Normal,0.0428,Low
20250508,Solapur,0.0,12.1,30.04,43.39,0.19,Pune Division,290,2,0,0.7,-1.63,Normal,0.047,Low
20250313,Hingoli,0.0,5.9,31.24,18.49,0.13,Marathwada,244,3,0,0.68,-1.33,Normal,0.0456,Low
20251015,Ratnagiri,3.9,11.0,27.66,82.44,0.8,Konkan,197,18,1,0.8,-0.94,Normal,0.0785,Low
20250325,Amravati,0.0,6.4,30.63,10.74,0.13,Vidarbha,237,4,0,0.68,-1.42,Normal,0.0448,Low
20250917,Aurangabad,5.78,4.5,25.2,86.0,0.82,Marathwada,366,3,0,0.72,-0.94,Normal,0.0783,Low
20250711,Solapur,0.52,15.1,27.14,71.75,0.69,Pune Division,290,2,0,0.7,-1.45,Normal,0.0689,Low
20250526,Nandurbar,1.64,9.3,30.35,68.01,0.61,Nashik Division,277,10,0,0.72,-1.96,Normal,0.0701,Low
20250613,Akola,0.36,9.0,30.51,67.54,0.63,Vidarbha,320,2,0,0.65,-1.23,Normal,0.07,Low
20250821,Sindhudurg,10.97,13.1,25.18,91.85,0.97,Konkan,167,20,1,0.75,-1.01,Normal,0.0909,Low
20250325,Yavatmal,0.0,6.7,29.76,12.06,0.15,Vidarbha,204,4,0,0.72,-1.43,Normal,0.0447,Low
20250320,Palghar,0.0,18.4,27.75,63.96,0.3,Konkan,362,8,1,0.7,-1.69,Normal,0.0497,Low
20250509,Washim,0.16,6.0,31.62,38.72,0.25,Vidarbha,244,3,0,0.65,-1.31,Normal,0.0522,Low
20250622,Beed,0.23,21.5,27.3,70.95,0.65,Marathwada,242,2,0,0.8,-1.76,Normal,0.0669,Low
20250827,Yavatmal,11.62,6.1,27.18,86.45,0.89,Vidarbha,204,4,0,0.72,-1.24,Normal,0.0901,Low
20250610,Latur,11.39,16.7,28.68,69.33,0.78,Marathwada,343,2,0,0.75,-1.16,Normal,0.0862,Low
20250629,Gadchiroli,17.16,10.9,26.65,82.84,0.77,Vidarbha,74,8,0,0.85,-0.53,Normal,0.089,Low
20250929,Mumbai Suburban,40.49,18.0,24.78,92.72,0.99,Konkan,20980,3,1,0.8,-0.17,Normal,0.121,Low
20250304,Solapur,0.0,10.3,29.64,20.1,0.17,Pune Division,290,2,0,0.7,-1.38,Normal,0.0456,Low
20250712,Amravati,0.56,13.7,26.97,79.48,0.82,Vidarbha,237,4,0,0.68,-1.41,Normal,0.0753,Low
20250719,Amravati,0.01,6.3,27.28,74.19,0.78,Vidarbha,237,4,0,0.68,-1.81,Normal,0.0731,Low
20250517,Kolhapur,2.49,7.5,27.8,70.6,0.53,Pune Division,504,12,0,0.75,-1.12,Normal,0.0637,Low
20250626,Mumbai Suburban,16.88,17.7,27.23,89.04,0.95,Konkan,20980,3,1,0.8,-1.07,Normal,0.0984,Low
20250512,Mumbai Suburban,1.69,7.0,30.54,64.26,0.5,Konkan,20980,3,1,0.8,-1.45,Normal,0.0649,Low
20250721,Wardha,8.12,5.0,29.28,75.05,0.82,Vidarbha,206,2,0,0.65,-1.38,Normal,0.0857,Low
20250301,Solapur,0.0,9.3,28.93,33.11,0.18,Pune Division,290,2,0,0.7,-1.21,Normal,0.0452,Low
20250811,Buldhana,0.58,9.0,25.22,82.31,0.76,Vidarbha,268,3,0,0.68,-1.56,Normal,0.0701,Low
20250822,Amravati,3.9,14.1,25.71,86.35,0.9,Vidarbha,237,4,0,0.68,-1.06,Normal,0.081,Low
20250622,Satara,11.39,18.6,24.94,91.84,0.95,Pune Division,287,15,0,0.7,-0.92,Normal,0.0901,Low
20250418,Mumbai Suburban,0.0,7.7,31.07,58.49,0.18,Konkan,20980,3,1,0.8,-1.33,Normal,0.0478,Low
20250308,Palghar,0.0,10.3,26.42,70.2,0.37,Konkan,362,8,1,0.7,-1.62,Normal,0.0515,Low
20250606,Beed,0.93,8.4,28.99,66.0,0.67,Marathwada,242,2,0,0.8,-1.38,Normal,0.0707,Low
20250724,Buldhana,6.38,11.8,26.56,80.6,0.78,Vidarbha,268,3,0,0.68,-1.4,Normal,0.0786,Low
20250602,Mumbai City,5.06,13.9,28.41,84.43,0.81,Konkan,19652,2,1,0.85,-1.33,Normal,0.0811,Low
20250325,Gondia,0.0,6.4,28.95,14.49,0.13,Vidarbha,253,5,0,0.7,-1.46,Normal,0.0427,Low
20250515,Nanded,2.76,4.8,33.62,45.68,0.45,Marathwada,319,3,0,0.72,-1.04,Normal,0.0673,Low
20251015,Satara,4.02,7.6,24.17,83.82,0.88,Pune Division,287,15,0,0.7,-1.54,Normal,0.0782,Low
20250825,Ahmednagar,0.7,18.8,24.77,78.58,0.7,Nashik Division,266,4,0,0.68,-1.84,Normal,0.0667,Low
20250302,Thane,0.0,9.4,29.43,34.91,0.24,Konkan,1157,5,1,0.75,-1.2,Normal,0.0488,Low
20250629,Sangli,8.87,22.3,24.26,87.98,0.9,Pune Division,329,5,0,0.65,-1.22,Normal,0.0842,Low
20250512,Nanded,1.63,7.2,35.06,35.6,0.36,Marathwada,319,3,0,0.72,-1.55,Normal,0.0635,Low
20250803,Chandrapur,1.31,5.1,28.16,80.19,0.9,Vidarbha,193,3,0,0.75,-1.06,Normal,0.0815,Low
20250401,Yavatmal,3.09,6.0,33.03,25.63,0.18,Vidarbha,204,4,0,0.72,-1.74,Normal,0.0534,Low
20250626,Latur,6.87,17.4,25.99,77.93,0.77,Marathwada,343,2,0,0.75,-0.93,Normal,0.0779,Low
20250507,Gadchiroli,0.0,5.5,32.02,43.23,0.48,Vidarbha,74,8,0,0.85,-1.67,Normal,0.064,Low
20250706,Solapur,0.6,23.6,26.29,74.55,0.69,Pune Division,290,2,0,0.7,-1.48,Normal,0.068,Low
20251027,Nandurbar,19.5,6.8,25.4,85.34,0.81,Nashik Division,277,10,0,0.72,-0.85,Normal,0.0918,Low
20250711,Beed,1.21,14.1,26.73,73.21,0.65,Marathwada,242,2,0,0.8,-1.32,Normal,0.0671,Low
20250321,Mumbai Suburban,0.0,8.5,27.68,48.31,0.2,Konkan,20980,3,1,0.8,-1.75,Normal,0.0446,Low
20251003,Thane,2.62,7.1,26.17,89.77,0.95,Konkan,1157,5,1,0.75,-1.61,Normal,0.0828,Low
20250718,Beed,2.16,10.9,27.57,71.07,0.63,Marathwada,242,2,0,0.8,-1.49,Normal,0.0681,Low
20250904,Mumbai City,6.64,9.6,25.41,92.12,0.95,Konkan,19652,2,1,0.85,-1.04,Normal,0.0859,Low
20250903,Nandurbar,9.11,11.9,25.66,86.24,0.8,Nashik Division,277,10,0,0.72,-1.18,Normal,0.0812,Low
20250616,Nagpur,2.43,12.0,30.6,66.34,0.55,Vidarbha,470,3,0,0.7,-1.46,Normal,0.0682,Low
20250601,Ratnagiri,7.27,17.4,29.31,82.63,0.69,Konkan,197,18,1,0.8,-1.39,Normal,0.0784,Low
20250702,Nashik,14.14,19.0,24.24,91.54,0.95,Nashik Division,393,8,0,0.7,-1.13,Normal,0.0919,Low
20250407,Osmanabad,0.0,7.0,32.15,18.58,0.26,Marathwada,219,3,0,0.75,-1.86,Normal,0.0532,Low
20250605,Nanded,7.94,6.3,29.12,67.14,0.69,Marathwada,319,3,0,0.72,-1.59,Normal,0.0788,Low
20250628,Aurangabad,0.77,20.1,26.46,72.2,0.69,Marathwada,366,3,0,0.72,-1.63,Normal,0.0683,Low
20250511,Nashik,1.56,6.7,28.02,61.83,0.58,Nashik Division,393,8,0,0.7,-1.12,Normal,0.0656,Low
20250524,Satara,48.94,14.3,24.85,87.19,0.88,Pune Division,287,15,0,0.7,-0.25,Normal,0.124,Low
20250608,Sangli,3.24,12.2,25.26,84.65,0.81,Pune Division,329,5,0,0.65,-0.94,Normal,0.0753,Low
20250505,Sindhudurg,0.0,9.7,29.96,61.88,0.22,Konkan,167,20,1,0.75,-1.82,Normal,0.0485,Low
20250716,Chandrapur,0.49,3.9,28.65,81.04,0.87,Vidarbha,193,3,0,0.75,-1.58,Normal,0.0798,Low
20250410,Beed,0.0,8.0,32.76,19.62,0.17,Marathwada,242,2,0,0.8,-1.63,Normal,0.0494,Low
20250809,Thane,9.14,5.9,26.35,87.62,0.93,Konkan,1157,5,1,0.75,-1.05,Normal,0.0886,Low
20250710,Jalgaon,0.3,8.0,26.89,77.35,0.72,Nashik Division,360,3,0,0.65,-1.62,Normal,0.0699,Low
20250611,Nashik,1.74,14.5,26.81,77.93,0.72,Nashik Division,393,8,0,0.7,-1.47,Normal,0.0713,Low
20250503,Amravati,0.0,9.9,35.36,20.52,0.15,Vidarbha,237,4,0,0.68,-1.34,Normal,0.0517,Low
20250305,Amravati,0.0,13.4,24.58,11.57,0.15,Vidarbha,237,4,0,0.68,-1.45,Normal,0.0382,Low
20250321,Raigad,0.0,9.4,27.37,50.07,0.27,Konkan,368,12,1,0.75,-1.22,Normal,0.0477,Low
20250505,Kolhapur,0.0,11.1,28.91,50.51,0.23,Pune Division,504,12,0,0.75,-1.43,Normal,0.0476,Low
20250521,Wardha,17.96,6.4,34.6,49.77,0.5,Vidarbha,206,2,0,0.65,-1.08,Normal,0.0862,Low
20251027,Hingoli,1.18,7.8,25.06,85.51,0.83,Marathwada,244,3,0,0.68,-1.53,Normal,0.074,Low
20250603,Amravati,0.56,15.6,29.82,60.37,0.61,Vidarbha,237,4,0,0.68,-1.53,Normal,0.0683,Low
20250708,Bhandara,126.47,18.9,24.67,94.52,1.0,Vidarbha,294,2,0,0.68,0.57,Normal,0.2073,Low
20250819,Solapur,6.22,21.1,24.69,84.12,0.85,Pune Division,290,2,0,0.7,-1.49,Normal,0.0796,Low
20250515,Chandrapur,2.92,7.3,36.16,38.89,0.4,Vidarbha,193,3,0,0.75,-1.37,Normal,0.0681,Low
20250728,Latur,0.6,22.1,26.02,74.14,0.78,Marathwada,343,2,0,0.75,-1.46,Normal,0.0721,Low
20250906,Bhandara,0.12,5.6,25.9,90.05,0.93,Vidarbha,294,2,0,0.68,-1.64,Normal,0.079,Low
20251021,Raigad,5.9,8.9,26.79,78.57,0.89,Konkan,368,12,1,0.75,-1.49,Normal,0.0839,Low
20251023,Raigad,6.88,9.9,27.22,79.87,0.89,Konkan,368,12,1,0.75,-1.51,Normal,0.0854,Low
20250610,Buldhana,0.88,20.4,31.57,53.42,0.6,Vidarbha,268,3,0,0.68,-1.49,Normal,0.0703,Low
20250610,Nagpur,2.96,14.5,36.44,35.19,0.46,Vidarbha,470,3,0,0.7,-1.69,Normal,0.0715,Low
20251012,Wardha,0.0,6.9,23.72,87.37,0.88,Vidarbha,206,2,0,0.65,-1.23,Normal,0.0737,Low
20250921,Jalgaon,7.17,6.2,26.24,89.5,0.83,Nashik Division,360,3,0,0.65,-1.23,Normal,0.0815,Low
20250525,Gondia,6.35,8.5,27.5,76.7,0.62,Vidarbha,253,5,0,0.7,-1.18,Normal,0.0717,Low
20250515,Latur,3.05,3.9,31.69,52.43,0.58,Marathwada,343,2,0,0.75,-1.31,Normal,0.0717,Low
20250427,Ratnagiri,0.11,12.8,29.62,69.57,0.29,Konkan,197,18,1,0.8,-1.36,Normal,0.0516,Low
20250405,Ahmednagar,0.05,7.3,30.98,22.09,0.16,Nashik Division,266,4,0,0.68,-1.71,Normal,0.0468,Low
20250819,Ratnagiri,34.76,28.6,26.31,89.86,0.94,Konkan,197,18,1,0.8,-0.97,Normal,0.1146,Low
20250911,Yavatmal,16.84,9.4,25.54,87.75,0.92,Vidarbha,204,4,0,0.72,-0.72,Normal,0.0948,Low
20251001,Nagpur,0.24,6.3,26.57,86.61,0.93,Vidarbha,470,3,0,0.7,-1.44,Normal,0.08,Low
20250419,Kolhapur,0.01,10.5,30.36,50.56,0.19,Pune Division,504,12,0,0.75,-1.75,Normal,0.0475,Low
20250729,Palghar,13.24,31.6,27.59,84.39,0.94,Konkan,362,8,1,0.7,-0.86,Normal,0.0947,Low
20250531,Sangli,0.24,17.9,25.29,84.69,0.8,Pune Division,329,5,0,0.65,-1.73,Normal,0.0719,Low
20250930,Yavatmal,0.41,7.4,25.5,84.88,0.9,Vidarbha,204,4,0,0.72,-1.36,Normal,0.0773,Low
20250503,Nandurbar,0.0,15.8,32.91,33.56,0.1,Nashik Division,277,10,0,0.72,-1.72,Normal,0.0461,Low
20250409,Solapur,1.05,6.4,32.79,28.78,0.21,Pune Division,290,2,0,0.7,-1.09,Normal,0.0525,Low
20250912,Dhule,0.37,7.5,25.84,79.28,0.69,Nashik Division,285,4,0,0.62,-1.72,Normal,0.0672,Low
20250311,Jalgaon,0.0,6.8,30.03,22.32,0.16,Nashik Division,360,3,0,0.65,-1.47,Normal,0.0455,Low
20250404,Kolhapur,0.21,6.9,29.69,47.05,0.27,Pune Division,504,12,0,0.75,-1.35,Normal,0.0508,Low
20250806,Nandurbar,0.02,8.6,27.12,76.97,0.7,Nashik Division,277,10,0,0.72,-1.57,Normal,0.0689,Low
20250905,Hingoli,3.52,13.0,24.91,86.95,0.88,Marathwada,244,3,0,0.68,-1.36,Normal,0.0787,Low
20250526,Wardha,6.46,6.4,29.78,70.08,0.64,Vidarbha,206,2,0,0.65,-1.56,Normal,0.0757,Low
20250416,Sangli,0.0,10.8,30.71,39.41,0.18,Pune Division,329,5,0,0.65,-1.56,Normal,0.0474,Low
20250528,Gadchiroli,3.39,6.6,29.99,73.27,0.63,Vidarbha,74,8,0,0.85,-1.65,Normal,0.0724,Low
20250920,Wardha,0.3,5.5,27.03,89.17,0.93,Vidarbha,206,2,0,0.65,-1.52,Normal,0.0806,Low
20250812,Kolhapur,3.44,11.3,22.66,89.59,0.89,Pune Division,504,12,0,0.75,-1.08,Normal,0.0763,Low
20250610,Mumbai City,0.41,9.1,28.51,79.95,0.78,Konkan,19652,2,1,0.85,-1.55,Normal,0.075,Low
20251011,Mumbai City,0.0,7.2,25.47,76.56,0.91,Konkan,19652,2,1,0.85,-1.59,Normal,0.0773,Low
20250911,Pune,0.41,7.2,23.09,89.19,0.91,Pune Division,603,10,0,0.75,-1.41,Normal,0.0748,Low
20250623,Jalgaon,7.91,18.1,27.6,75.85,0.68,Nashik Division,360,3,0,0.65,-1.1,Normal,0.0764,Low
20251023,Nanded,1.42,6.6,24.62,86.22,0.85,Marathwada,319,3,0,0.72,-1.57,Normal,0.0747,Low
20251025,Nanded,4.56,5.4,24.39,87.37,0.86,Marathwada,319,3,0,0.72,-1.08,Normal,0.078,Low
20250719,Sindhudurg,23.75,14.1,25.81,91.56,0.96,Konkan,167,20,1,0.75,-0.94,Normal,0.104,Low
20250914,Jalna,5.32,9.0,24.45,88.31,0.81,Marathwada,254,2,0,0.7,-1.02,Normal,0.0764,Low
20250607,Hingoli,0.38,11.0,30.94,58.18,0.59,Marathwada,244,3,0,0.68,-1.31,Normal,0.0686,Low
20250715,Ahmednagar,4.06,16.0,26.35,77.79,0.7,Nashik Division,266,4,0,0.68,-1.63,Normal,0.072,Low
20251002,Ratnagiri,4.76,15.5,27.31,84.94,0.86,Konkan,197,18,1,0.8,-1.23,Normal,0.0819,Low
20250823,Osmanabad,0.01,18.1,24.88,78.17,0.82,Marathwada,219,3,0,0.75,-1.2,Normal,0.0721,Low
20250814,Amravati,11.56,5.7,26.17,85.42,0.9,Vidarbha,237,4,0,0.68,-0.66,Normal,0.0893,Low
20250803,Kolhapur,0.68,10.7,23.91,88.29,0.89,Pune Division,504,12,0,0.75,-1.65,Normal,0.0751,Low
20250406,Sindhudurg,0.39,6.0,30.94,60.68,0.29,Konkan,167,20,1,0.75,-1.35,Normal,0.0536,Low
20251022,Parbhani,1.31,6.7,24.67,86.82,0.85,Marathwada,295,2,0,0.7,-1.62,Normal,0.0746,Low
20251023,Ratnagiri,1.26,14.6,28.06,81.62,0.75,Konkan,197,18,1,0.8,-1.61,Normal,0.0738,Low
20250831,Gadchiroli,9.44,4.5,27.21,88.84,0.95,Vidarbha,74,8,0,0.85,-1.05,Normal,0.091,Low
20250802,Latur,0.0,9.3,27.1,73.16,0.73,Marathwada,343,2,0,0.75,-1.44,Normal,0.0704,Low
20250420,Nashik,0.0,10.9,29.22,38.67,0.15,Nashik Division,393,8,0,0.7,-1.2,Normal,0.044,Low
20250503,Gadchiroli,7.69,9.5,33.55,44.1,0.42,Vidarbha,74,8,0,0.85,-1.32,Normal,0.0706,Low
20250922,Satara,11.8,8.5,23.64,92.22,0.93,Pune Division,287,15,0,0.7,-1.51,Normal,0.0879,Low
20250925,Buldhana,1.31,10.5,24.01,87.65,0.86,Vidarbha,268,3,0,0.68,-1.34,Normal,0.0743,Low
20250416,Washim,0.0,9.5,33.66,21.61,0.19,Vidarbha,244,3,0,0.65,-1.38,Normal,0.0516,Low
20250919,Satara,6.46,6.8,23.38,93.05,0.94,Pune Division,287,15,0,0.7,-1.08,Normal,0.0827,Low
20251025,Gondia,8.16,5.8,23.14,88.33,0.89,Vidarbha,253,5,0,0.7,-1.47,Normal,0.0816,Low
20250717,Dhule,0.04,9.4,28.26,73.81,0.65,Nashik Division,285,4,0,0.62,-1.47,Normal,0.0679,Low
20250409,Osmanabad,1.58,7.1,31.7,31.6,0.29,Marathwada,219,3,0,0.75,-1.69,Normal,0.0557,Low
20250608,Nagpur,2.05,10.4,34.8,42.96,0.42,Vidarbha,470,3,0,0.7,-1.38,Normal,0.0666,Low
20250520,Ahmednagar,13.05,8.5,28.37,73.72,0.71,Nashik Division,266,4,0,0.68,-0.73,Normal,0.084,Low
20251007,Amravati,0.08,7.3,24.44,84.47,0.88,Vidarbha,237,4,0,0.68,-1.46,Normal,0.0746,Low
20250414,Wardha,0.01,4.9,34.51,20.56,0.26,Vidarbha,206,2,0,0.65,-1.43,Normal,0.0561,Low
20250706,Kolhapur,10.81,24.6,23.64,90.29,0.92,Pune Division,504,12,0,0.75,-1.49,Normal,0.0864,Low
20250731,Kolhapur,4.24,19.0,23.43,89.65,0.91,Pune Division,504,12,0,0.75,-1.35,Normal,0.079,Low
20250506,Sindhudurg,0.03,9.7,29.15,61.83,0.22,Konkan,167,20,1,0.75,-1.4,Normal,0.0475,Low
20250514,Ahmednagar,1.72,5.3,29.82,59.79,0.58,Nashik Division,266,4,0,0.68,-1.11,Normal,0.068,Low
20250725,Jalgaon,6.65,12.3,27.39,79.49,0.72,Nashik Division,360,3,0,0.65,-1.36,Normal,0.0769,Low
20250503,Sangli,0.0,11.7,30.92,35.76,0.23,Pune Division,329,5,0,0.65,-1.55,Normal,0.0502,Low
20250930,Gadchiroli,11.0,4.6,26.15,88.62,0.96,Vidarbha,74,8,0,0.85,-1.21,Normal,0.0917,Low
20250916,Sangli,3.76,7.7,23.22,90.82,0.89,Pune Division,329,5,0,0.65,-1.11,Normal,0.0773,Low
20250510,Ahmednagar,1.23,8.6,30.04,50.25,0.33,Nashik Division,266,4,0,0.68,-1.43,Normal,0.0553,Low
20250607,Pune,12.15,7.5,24.34,87.91,0.82,Pune Division,603,10,0,0.75,-1.08,Normal,0.0836,Low
20250810,Gadchiroli,0.31,4.1,26.87,85.73,0.91,Vidarbha,74,8,0,0.85,-1.4,Normal,0.0794,Low
20250306,Washim,0.0,8.0,23.85,7.07,0.15,Vidarbha,244,3,0,0.65,-1.71,Normal,0.0373,Low
20250909,Thane,0.12,6.3,25.47,89.19,0.95,Konkan,1157,5,1,0.75,-1.58,Normal,0.0795,Low
20251006,Beed,5.43,8.4,24.3,82.03,0.86,Marathwada,242,2,0,0.8,-1.31,Normal,0.0788,Low
20250413,Raigad,0.0,9.6,30.59,55.19,0.27,Konkan,368,12,1,0.75,-1.07,Normal,0.0517,Low
20250819,Amravati,28.24,11.1,26.13,87.48,0.94,Vidarbha,237,4,0,0.68,-0.42,Normal,0.1079,Low
20250615,Mumbai Suburban,47.35,10.1,27.63,93.16,0.91,Konkan,20980,3,1,0.8,0.38,Normal,0.1274,Low
20250823,Wardha,5.41,13.8,26.39,85.99,0.91,Vidarbha,206,2,0,0.65,-1.45,Normal,0.0839,Low
20250302,Palghar,0.0,18.0,26.33,74.36,0.38,Konkan,362,8,1,0.7,-1.44,Normal,0.0519,Low
20250713,Beed,0.21,18.3,26.91,71.3,0.63,Marathwada,242,2,0,0.8,-1.66,Normal,0.0653,Low
20250510,Aurangabad,0.36,8.9,31.51,43.03,0.28,Marathwada,366,3,0,0.72,-1.72,Normal,0.0537,Low
20251030,Amravati,13.91,9.1,25.44,88.83,0.88,Vidarbha,237,4,0,0.68,-1.24,Normal,0.0897,Low
20250424,Thane,0.03,6.6,32.0,49.69,0.17,Konkan,1157,5,1,0.75,-1.99,Normal,0.0485,Low
20250708,Sangli,6.45,22.1,23.64,89.46,0.9,Pune Division,329,5,0,0.65,-0.97,Normal,0.081,Low
20250514,Solapur,0.69,5.8,30.67,57.53,0.61,Pune Division,290,2,0,0.7,-1.27,Normal,0.0695,Low
20251010,Nashik,0.0,5.7,21.86,78.37,0.91,Nashik Division,393,8,0,0.7,-1.64,Normal,0.0728,Low
20250615,Pune,27.97,15.4,24.81,89.99,0.89,Pune Division,603,10,0,0.75,-0.46,Normal,0.1035,Low
20250810,Pune,7.22,7.0,23.16,89.01,0.92,Pune Division,603,10,0,0.75,-1.33,Normal,0.0822,Low
20250923,Satara,4.62,7.3,22.67,90.86,0.93,Pune Division,287,15,0,0.7,-1.48,Normal,0.0795,Low
20250523,Solapur,14.29,11.6,26.92,79.56,0.78,Pune Division,290,2,0,0.7,-1.14,Normal,0.0869,Low
20250505,Aurangabad,0.05,11.2,31.76,32.26,0.13,Marathwada,366,3,0,0.72,-1.81,Normal,0.0463,Low
20250311,Beed,0.0,8.6,28.58,26.51,0.14,Marathwada,242,2,0,0.8,-1.74,Normal,0.0427,Low
20250905,Aurangabad,8.64,14.1,24.26,87.35,0.82,Marathwada,366,3,0,0.72,-1.66,Normal,0.08,Low
20250516,Mumbai Suburban,2.52,7.0,30.02,72.07,0.52,Konkan,20980,3,1,0.8,-1.28,Normal,0.066,Low
20250610,Wardha,11.71,15.8,34.33,47.02,0.63,Vidarbha,206,2,0,0.65,-1.4,Normal,0.0861,Low
20251006,Akola,7.43,7.7,24.7,86.07,0.9,Vidarbha,320,2,0,0.65,-1.6,Normal,0.0833,Low
